,IdRol,DescripcionRol,EstadoRol
9497,Rol00009498,Quisquam iure vero repellat ut asperiores doloribus.,Inactivo
9498,Rol00009499,Perspiciatis doloribus voluptatum ducimus odit architecto ipsum neque.,Inactivo
9499,Rol00009500,Atque voluptatibus vitae similique doloremque dignissimos.,Inactivo
9500,Rol00009501,Maxime repellendus odit porro.,Inactivo
9501,Rol00009502,Reprehenderit deserunt reiciendis necessitatibus.,Activo
9502,Rol00009503,Doloribus officiis amet esse sapiente deserunt ducimus.,Activo
9503,Rol00009504,Minus quasi saepe cum odit.,Inactivo
9504,Rol00009505,Deserunt dolorum quisquam.,Inactivo
9505,Rol00009506,Amet blanditiis assumenda.,Inactivo
9506,Rol00009507,Libero qui atque necessitatibus.,Activo
9507,Rol00009508,Reiciendis commodi pariatur iure.,Activo
9508,Rol00009509,Dignissimos suscipit labore rerum.,Inactivo
9509,Rol00009510,Minima laboriosam inventore veniam.,Inactivo
9510,Rol00009511,Ut tempora aperiam provident ut.,Inactivo
9511,Rol00009512,Praesentium hic voluptatibus minima alias eligendi necessitatibus.,Activo
9512,Rol00009513,Ex cum odit porro laboriosam voluptate.,Inactivo
9513,Rol00009514,Officiis officia quisquam iste.,Inactivo
9514,Rol00009515,Accusamus commodi facilis voluptatem porro sunt iste.,Inactivo
9515,Rol00009516,Autem aperiam et repellendus impedit dolores enim.,Activo
9516,Rol00009517,Voluptatem commodi iste nam.,Activo
9517,Rol00009518,Delectus id ratione placeat quam sint tempora rem.,Activo
9518,Rol00009519,Quis itaque quasi consequatur aperiam labore enim.,Inactivo
9519,Rol00009520,Ut aliquid tenetur quae hic.,Inactivo
9520,Rol00009521,Neque cumque voluptates exercitationem.,Inactivo
9521,Rol00009522,Consequuntur assumenda nulla in.,Inactivo
9522,Rol00009523,Ullam aliquam deleniti iure vero voluptates.,Activo
9523,Rol00009524,Corrupti facilis illum alias maiores.,Inactivo
9524,Rol00009525,Quos reiciendis quae.,Inactivo
9525,Rol00009526,Hic quis a voluptate vel earum odio.,Inactivo
9526,Rol00009527,Adipisci fuga officiis.,Inactivo
9527,Rol00009528,Quas voluptas dolore excepturi placeat quasi corrupti.,Inactivo
9528,Rol00009529,Natus eaque animi saepe suscipit.,Activo
9529,Rol00009530,Provident nemo ullam at eligendi magnam repudiandae consequuntur.,Activo
9530,Rol00009531,Consequatur itaque accusamus.,Inactivo
9531,Rol00009532,Porro earum eius minima perspiciatis unde delectus.,Inactivo
9532,Rol00009533,Quos doloribus porro voluptatibus rerum distinctio.,Inactivo
9533,Rol00009534,Explicabo odit illum laborum.,Inactivo
9534,Rol00009535,Voluptate assumenda optio dolores explicabo quaerat ipsam.,Activo
9535,Rol00009536,Aliquid repudiandae illum voluptas amet.,Activo
9536,Rol00009537,Iusto ipsa ipsum nesciunt quae.,Activo
9537,Rol00009538,Autem ducimus ex.,Activo
9538,Rol00009539,Eos illo eius.,Activo
9539,Rol00009540,Fugiat corrupti architecto ea laudantium error.,Inactivo
9540,Rol00009541,Sequi excepturi laboriosam quam dignissimos sunt error.,Inactivo
9541,Rol00009542,Cumque fuga ipsam recusandae recusandae officiis aperiam dolorem.,Inactivo
9542,Rol00009543,Veniam minus labore qui similique culpa harum tenetur.,Inactivo
9543,Rol00009544,Consectetur sapiente sunt recusandae eum.,Activo
9544,Rol00009545,Fuga in mollitia molestias doloribus similique aspernatur ad.,Inactivo
9545,Rol00009546,Adipisci nesciunt vero corporis blanditiis inventore dolorum.,Inactivo
9546,Rol00009547,Ex corporis cumque amet voluptatum quod.,Inactivo
9547,Rol00009548,Animi sapiente eaque reiciendis.,Inactivo
9548,Rol00009549,Aspernatur laudantium quam.,Activo
9549,Rol00009550,Molestias dolor eligendi fugit nobis.,Activo
9550,Rol00009551,Eveniet harum quidem debitis.,Inactivo
9551,Rol00009552,Asperiores voluptate ipsum maxime.,Activo
9552,Rol00009553,Tempore quis fugiat tenetur eum iusto quibusdam ipsam.,Inactivo
9553,Rol00009554,Quas consequatur ullam eum asperiores nemo eligendi.,Activo
9554,Rol00009555,Minima atque pariatur vitae.,Activo
9555,Rol00009556,Cumque inventore rem voluptatum cum corporis minus.,Activo
9556,Rol00009557,Sed autem ex ipsa illo ipsa praesentium.,Activo
9557,Rol00009558,Corrupti corporis officia velit eos accusantium consequuntur sint.,Activo
9558,Rol00009559,Incidunt aliquam facere rerum maxime saepe.,Activo
9559,Rol00009560,Mollitia culpa sunt accusantium adipisci dolor iure.,Inactivo
9560,Rol00009561,Esse aliquid quo at aspernatur natus.,Activo
9561,Rol00009562,Quibusdam aliquid aliquid incidunt.,Activo
9562,Rol00009563,Earum ipsa dolores adipisci eveniet reprehenderit.,Inactivo
9563,Rol00009564,Quam ex neque deleniti quasi.,Inactivo
9564,Rol00009565,Cupiditate earum recusandae iste mollitia.,Activo
9565,Rol00009566,Consectetur beatae at occaecati iusto.,Activo
9566,Rol00009567,Eaque sequi atque consequatur dolorem eius quas vero.,Activo
9567,Rol00009568,Velit hic voluptatem possimus consequuntur laudantium magnam.,Inactivo
9568,Rol00009569,Qui quis sapiente.,Inactivo
9569,Rol00009570,Accusamus voluptatem quis soluta molestias ratione.,Activo
9570,Rol00009571,Modi excepturi voluptatum aliquid.,Activo
9571,Rol00009572,Reprehenderit nam atque quidem iste facere laborum.,Inactivo
9572,Rol00009573,Consectetur ipsam voluptas nesciunt fugit.,Activo
9573,Rol00009574,Laudantium rerum distinctio nisi delectus.,Activo
9574,Rol00009575,Architecto animi repellat placeat.,Activo
9575,Rol00009576,Quasi veniam tempore architecto.,Inactivo
9576,Rol00009577,Dolorum reiciendis minus.,Activo
9577,Rol00009578,Recusandae numquam placeat aliquid.,Inactivo
9578,Rol00009579,Aliquid natus exercitationem iusto aut.,Inactivo
9579,Rol00009580,Magnam iusto harum corrupti ratione facilis totam.,Activo
9580,Rol00009581,Consectetur vel nam veniam nihil.,Inactivo
9581,Rol00009582,Voluptatum et vero neque delectus.,Activo
9582,Rol00009583,Corrupti veniam nesciunt iure.,Activo
9583,Rol00009584,Impedit consequatur eius soluta nostrum perspiciatis ipsa.,Inactivo
9584,Rol00009585,Magnam culpa voluptate blanditiis beatae fugit itaque quam.,Inactivo
9585,Rol00009586,Reiciendis soluta saepe possimus voluptate aspernatur.,Activo
9586,Rol00009587,Molestias magni perferendis.,Activo
9587,Rol00009588,Officiis officia ullam quisquam error ipsa fugiat.,Inactivo
9588,Rol00009589,Voluptates culpa ullam omnis voluptate veniam architecto.,Activo
9589,Rol00009590,Reprehenderit maxime eaque fugit doloribus neque occaecati.,Activo
9590,Rol00009591,Error consequuntur sunt facere labore.,Inactivo
9591,Rol00009592,Temporibus quidem perferendis error atque eligendi.,Inactivo
9592,Rol00009593,Quasi eos similique molestias.,Inactivo
9593,Rol00009594,Earum natus maiores quos.,Inactivo
9594,Rol00009595,Exercitationem voluptatem nostrum magni voluptate.,Inactivo
9595,Rol00009596,Veritatis sint quis totam nemo reiciendis repellendus.,Activo
9596,Rol00009597,Ullam soluta dolor nisi eos.,Inactivo
9597,Rol00009598,Quia quos unde fugiat officia optio ex.,Activo
9598,Rol00009599,Fuga veniam expedita aliquid quisquam neque.,Activo
9599,Rol00009600,Quidem odit atque pariatur impedit deserunt repudiandae harum.,Activo
9600,Rol00009601,Consequatur doloremque accusamus odit.,Inactivo
9601,Rol00009602,Doloribus natus aliquid exercitationem.,Activo
9602,Rol00009603,Corporis nobis reiciendis doloremque maxime numquam libero.,Activo
9603,Rol00009604,Accusamus molestiae ex modi placeat vel officia repudiandae.,Activo
9604,Rol00009605,Dolor necessitatibus ex aliquid odit vel.,Inactivo
9605,Rol00009606,Officiis iusto corporis soluta.,Activo
9606,Rol00009607,Blanditiis molestiae at amet animi ullam quo.,Activo
9607,Rol00009608,Cupiditate hic maiores repellendus animi.,Activo
9608,Rol00009609,In deserunt impedit nemo vel.,Inactivo
9609,Rol00009610,Eaque ipsum repellendus nulla ipsum accusamus.,Activo
9610,Rol00009611,Accusamus quaerat laboriosam molestiae libero vero.,Inactivo
9611,Rol00009612,Tempore ut maiores explicabo asperiores possimus.,Inactivo
9612,Rol00009613,Suscipit possimus similique aspernatur cupiditate dolore.,Inactivo
9613,Rol00009614,Labore sunt ullam voluptatum alias.,Activo
9614,Rol00009615,Nam repudiandae voluptatum hic tempora eos.,Activo
9615,Rol00009616,Amet voluptate non et quidem harum.,Activo
9616,Rol00009617,Fuga totam molestias minima nam totam.,Inactivo
9617,Rol00009618,Sint quam harum cum iure ipsum.,Activo
9618,Rol00009619,Incidunt suscipit perferendis corrupti eum.,Activo
9619,Rol00009620,Nesciunt laboriosam modi qui eveniet sed ratione.,Inactivo
9620,Rol00009621,Vero suscipit dolores tempora et harum alias.,Inactivo
9621,Rol00009622,Possimus optio ab.,Activo
9622,Rol00009623,Provident corrupti vitae.,Activo
9623,Rol00009624,Velit occaecati voluptatibus excepturi dolore soluta.,Inactivo
9624,Rol00009625,Magnam odio eius at hic magni voluptates.,Inactivo
9625,Rol00009626,Quasi animi vero.,Activo
9626,Rol00009627,Veniam ipsam unde doloremque.,Activo
9627,Rol00009628,Illo laudantium recusandae officia accusantium cumque.,Activo
9628,Rol00009629,Corrupti iste voluptates.,Inactivo
9629,Rol00009630,Neque unde velit recusandae pariatur rerum hic earum.,Inactivo
9630,Rol00009631,Quaerat dolorum magnam sunt iste praesentium provident.,Inactivo
9631,Rol00009632,Quasi nulla facilis ullam autem minima expedita.,Inactivo
9632,Rol00009633,Rem ab magni a.,Inactivo
9633,Rol00009634,Architecto aspernatur repudiandae.,Activo
9634,Rol00009635,Suscipit harum tenetur veniam cupiditate molestiae beatae.,Activo
9635,Rol00009636,Quae iusto magni ea dolores earum omnis.,Activo
9636,Rol00009637,Maxime modi non qui.,Activo
9637,Rol00009638,Cumque reprehenderit est eos esse eum iusto.,Activo
9638,Rol00009639,Fugiat repudiandae magnam.,Inactivo
9639,Rol00009640,Repellendus aliquam eius ipsam at adipisci facere.,Inactivo
9640,Rol00009641,Neque expedita dolorem repellat iusto soluta officia.,Inactivo
9641,Rol00009642,Natus sapiente cum quos sunt quia.,Inactivo
9642,Rol00009643,Enim quos soluta vero iusto natus.,Inactivo
9643,Rol00009644,Aut quasi sunt reiciendis accusantium deleniti rerum.,Inactivo
9644,Rol00009645,Ab ipsa eveniet.,Inactivo
9645,Rol00009646,Tempora ad ratione perspiciatis ipsam blanditiis mollitia magni.,Activo
9646,Rol00009647,Corrupti sapiente quaerat aperiam.,Activo
9647,Rol00009648,Quas omnis incidunt similique veritatis quas modi.,Activo
9648,Rol00009649,Aspernatur modi harum adipisci.,Activo
9649,Rol00009650,Ad voluptatem temporibus culpa voluptate.,Activo
9650,Rol00009651,Distinctio ipsum consequuntur eaque cupiditate quibusdam.,Activo
9651,Rol00009652,Repudiandae recusandae repellat deleniti tempora.,Inactivo
9652,Rol00009653,Minus ipsam porro aperiam.,Inactivo
9653,Rol00009654,Voluptatum hic repellat nulla.,Inactivo
9654,Rol00009655,Magni dolores recusandae.,Inactivo
9655,Rol00009656,Fuga modi repudiandae porro nulla officiis nesciunt.,Inactivo
9656,Rol00009657,Praesentium quam tempora ipsa ex qui excepturi.,Inactivo
9657,Rol00009658,Quia nisi aperiam quis unde.,Inactivo
9658,Rol00009659,A voluptatum voluptatibus sint a expedita.,Inactivo
9659,Rol00009660,Explicabo nesciunt optio aspernatur.,Activo
9660,Rol00009661,Eum id molestiae voluptate repudiandae repudiandae possimus.,Inactivo
9661,Rol00009662,Placeat labore a excepturi earum odio consectetur.,Inactivo
9662,Rol00009663,Minus nesciunt architecto saepe rerum.,Activo
9663,Rol00009664,Nulla ad voluptatem eligendi.,Inactivo
9664,Rol00009665,Alias maxime neque maiores deleniti harum saepe ab.,Activo
9665,Rol00009666,Facilis cupiditate mollitia vel aperiam.,Inactivo
9666,Rol00009667,Cupiditate amet illo quam.,Inactivo
9667,Rol00009668,Distinctio animi veniam quia quia voluptatibus quod.,Inactivo
9668,Rol00009669,Minus voluptas maiores nulla ad occaecati.,Inactivo
9669,Rol00009670,Impedit amet dignissimos quas est voluptatum pariatur.,Activo
9670,Rol00009671,Id odio eos dicta totam.,Activo
9671,Rol00009672,Sed debitis voluptatem placeat natus quas.,Inactivo
9672,Rol00009673,Soluta autem odio ex consectetur cum excepturi.,Inactivo
9673,Rol00009674,Omnis et in harum recusandae ullam sapiente quod.,Inactivo
9674,Rol00009675,Aspernatur nam eaque est laborum cum autem.,Inactivo
9675,Rol00009676,Illum animi eos quasi ullam.,Inactivo
9676,Rol00009677,Vitae maiores eum officiis natus est eligendi.,Activo
9677,Rol00009678,Explicabo recusandae cumque soluta eius.,Activo
9678,Rol00009679,Officia necessitatibus impedit quos possimus.,Activo
9679,Rol00009680,Perferendis itaque voluptate alias dolores ut.,Inactivo
9680,Rol00009681,Sequi veniam molestias ipsa harum.,Activo
9681,Rol00009682,Deserunt neque sed expedita veritatis.,Inactivo
9682,Rol00009683,Neque minima nesciunt eum tempore est illum.,Activo
9683,Rol00009684,Ipsam id autem temporibus.,Inactivo
9684,Rol00009685,Debitis laboriosam blanditiis pariatur quidem occaecati adipisci adipisci.,Inactivo
9685,Rol00009686,Accusamus dolores modi consequatur nulla at aut.,Inactivo
9686,Rol00009687,Eveniet quasi animi nam dolorum suscipit sit.,Activo
9687,Rol00009688,Deleniti nobis quam modi quasi consequatur voluptas.,Inactivo
9688,Rol00009689,Et quibusdam accusamus eius dignissimos molestias.,Activo
9689,Rol00009690,Expedita voluptates minus similique molestiae quam.,Activo
9690,Rol00009691,Repudiandae ad facilis aut a aut.,Activo
9691,Rol00009692,Vitae architecto quam aperiam dolorum dolorum.,Activo
9692,Rol00009693,Quod labore delectus ullam enim soluta.,Activo
9693,Rol00009694,Illo nam cum.,Inactivo
9694,Rol00009695,Unde distinctio dolore quae quae alias.,Activo
9695,Rol00009696,Quis fugiat est atque vel occaecati ipsam.,Activo
9696,Rol00009697,Explicabo est excepturi doloremque nostrum.,Inactivo
9697,Rol00009698,Iste voluptas eveniet fugiat optio.,Inactivo
9698,Rol00009699,Exercitationem illum eligendi atque eveniet facere cum.,Activo
9699,Rol00009700,Recusandae ducimus doloremque numquam.,Activo
9700,Rol00009701,Laudantium eligendi quae at est incidunt.,Inactivo
9701,Rol00009702,Cupiditate eum quibusdam ipsa optio.,Inactivo
9702,Rol00009703,Illum recusandae perferendis est unde placeat.,Inactivo
9703,Rol00009704,Explicabo repellat numquam laudantium laboriosam explicabo quisquam.,Inactivo
9704,Rol00009705,In quos temporibus voluptatibus sequi.,Inactivo
9705,Rol00009706,Velit esse quas labore enim tempore.,Inactivo
9706,Rol00009707,Doloribus ullam reiciendis reiciendis.,Inactivo
9707,Rol00009708,Cupiditate nobis beatae sunt temporibus esse.,Inactivo
9708,Rol00009709,Neque sit cumque nihil nesciunt.,Inactivo
9709,Rol00009710,Delectus eos libero asperiores.,Inactivo
9710,Rol00009711,Eius officia magnam.,Inactivo
9711,Rol00009712,Laboriosam dolorum magnam optio.,Activo
9712,Rol00009713,Nam aspernatur aliquam quod.,Activo
9713,Rol00009714,Nulla beatae veniam natus vel.,Activo
9714,Rol00009715,Delectus facere nihil vitae.,Inactivo
9715,Rol00009716,Aliquam incidunt provident totam aliquam voluptate.,Inactivo
9716,Rol00009717,Nobis qui inventore beatae perferendis.,Inactivo
9717,Rol00009718,Laudantium pariatur blanditiis in ipsum ipsum voluptatem.,Activo
9718,Rol00009719,Vitae vitae aspernatur architecto labore.,Inactivo
9719,Rol00009720,Enim accusamus quo cupiditate natus ut.,Activo
9720,Rol00009721,Excepturi impedit libero doloremque sed eveniet ut perferendis.,Activo
9721,Rol00009722,Modi dignissimos fuga expedita possimus.,Inactivo
9722,Rol00009723,Quibusdam consectetur cumque eaque maiores dolores.,Inactivo
9723,Rol00009724,Explicabo esse assumenda vero excepturi.,Activo
9724,Rol00009725,Amet vitae saepe et officiis neque delectus.,Activo
9725,Rol00009726,Consequuntur rem dolore impedit ipsam tempora.,Inactivo
9726,Rol00009727,Ex cum ipsa autem.,Activo
9727,Rol00009728,Quae debitis provident possimus.,Inactivo
9728,Rol00009729,Voluptate facilis pariatur error modi minus amet.,Activo
9729,Rol00009730,Enim saepe porro voluptate minima blanditiis et.,Inactivo
9730,Rol00009731,Consequatur atque neque facere porro.,Inactivo
9731,Rol00009732,Nihil reiciendis hic rem molestiae iusto voluptas.,Activo
9732,Rol00009733,Harum facilis laboriosam nesciunt ratione.,Inactivo
9733,Rol00009734,Vitae recusandae ducimus distinctio quas nesciunt.,Activo
9734,Rol00009735,Unde quisquam quaerat molestias id eos nostrum.,Activo
9735,Rol00009736,Non quae reprehenderit necessitatibus repudiandae placeat enim.,Activo
9736,Rol00009737,Reprehenderit quas dolor.,Activo
9737,Rol00009738,Voluptates eos explicabo optio tenetur earum.,Activo
9738,Rol00009739,Ullam iusto dolore id.,Activo
9739,Rol00009740,Accusamus quae ex eos provident velit harum.,Inactivo
9740,Rol00009741,Ipsam quasi ullam fuga saepe ut.,Inactivo
9741,Rol00009742,Ipsum esse ipsa repellat beatae dolorem esse cum.,Activo
9742,Rol00009743,Architecto veniam veniam autem.,Activo
9743,Rol00009744,Pariatur accusamus in rem.,Activo
9744,Rol00009745,Praesentium laudantium dolore suscipit assumenda.,Inactivo
9745,Rol00009746,Doloribus accusamus ipsum consequuntur.,Activo
9746,Rol00009747,Repellat est odio reiciendis autem error.,Activo
9747,Rol00009748,Veritatis optio delectus non quidem suscipit totam.,Inactivo
9748,Rol00009749,Est alias assumenda reprehenderit consequatur ratione.,Activo
9749,Rol00009750,Ab quibusdam recusandae vero.,Activo
9750,Rol00009751,Reiciendis expedita enim eius.,Inactivo
9751,Rol00009752,Fugit libero ipsa placeat atque.,Activo
9752,Rol00009753,Excepturi deserunt mollitia corporis at.,Activo
9753,Rol00009754,Cum minus excepturi eum tempora sit in.,Activo
9754,Rol00009755,Corporis itaque officiis dolore quam adipisci.,Activo
9755,Rol00009756,Sapiente suscipit maxime laudantium excepturi.,Activo
9756,Rol00009757,Fugiat et ducimus impedit temporibus expedita soluta.,Inactivo
9757,Rol00009758,Unde excepturi doloribus aspernatur.,Inactivo
