,IdM,NombreM,DescripcionM,EstadoM
9528,M00009529,Pensamiento Matemáico,Rerum sunt necessitatibus quasi doloremque.,Inactivo
9529,M00009530,Educación SocioEmocional,Aperiam aliquam exercitationem ut iste.,Activo
9530,M00009531,Educación SocioEmocional,Ut at veritatis qui sequi necessitatibus inventore porro.,Inactivo
9531,M00009532,Pensamiento Matemáico,Quasi asperiores occaecati ipsam aspernatur soluta.,Inactivo
9532,M00009533,Educación Fisica,Fugiat quos quasi quos dolorem.,Inactivo
9533,M00009534,Educación SocioEmocional,Aspernatur nobis ipsam nisi minus.,Activo
9534,M00009535,Exploración y Comprensión del mundo natural y social,Eaque earum quo blanditiis.,Activo
9535,M00009536,Exploración y Comprensión del mundo natural y social,Cupiditate delectus pariatur ut laboriosam aspernatur.,Inactivo
9536,M00009537,Pensamiento Matemáico,Facere esse fugiat magni quis ea nostrum tempore.,Inactivo
9537,M00009538,Pensamiento Matemáico,Sed eius dolorum vitae error optio.,Inactivo
9538,M00009539,Educación SocioEmocional,Necessitatibus blanditiis quam consequatur nihil explicabo.,Inactivo
9539,M00009540,Pensamiento Matemáico,Dignissimos nihil nesciunt voluptatem.,Activo
9540,M00009541,Educación Fisica,In ad quisquam natus sequi nam consectetur cupiditate.,Inactivo
9541,M00009542,Artes,Qui quo dolor quis similique unde eveniet.,Activo
9542,M00009543,Artes,Eius aut totam debitis sint distinctio eius.,Activo
9543,M00009544,Pensamiento Matemáico,Ab quisquam natus facere itaque aspernatur.,Inactivo
9544,M00009545,Lenguaje y Comunicación,Reprehenderit similique sint nihil hic.,Inactivo
9545,M00009546,Lenguaje y Comunicación,Eius voluptatibus repellendus voluptas magni rerum.,Inactivo
9546,M00009547,Pensamiento Matemáico,Aut molestias pariatur illo in hic totam.,Activo
9547,M00009548,Artes,Aliquid accusamus distinctio impedit quos placeat.,Inactivo
9548,M00009549,Lenguaje y Comunicación,Molestiae vel suscipit ea quae beatae illo.,Inactivo
9549,M00009550,Artes,In dicta reprehenderit voluptatibus nam vero ipsum.,Activo
9550,M00009551,Artes,Aliquam repellendus voluptatem dolor temporibus eveniet blanditiis.,Inactivo
9551,M00009552,Educación SocioEmocional,Quasi molestias in.,Activo
9552,M00009553,Educación Fisica,Doloremque nam sequi ipsum possimus similique.,Activo
9553,M00009554,Exploración y Comprensión del mundo natural y social,Voluptatibus ducimus pariatur.,Activo
9554,M00009555,Educación SocioEmocional,Dolore nisi quis totam sit tempora.,Activo
9555,M00009556,Educación SocioEmocional,Debitis natus modi aspernatur esse adipisci.,Activo
9556,M00009557,Pensamiento Matemáico,Ipsa reprehenderit error voluptas corporis vel rerum fugit.,Inactivo
9557,M00009558,Lenguaje y Comunicación,Suscipit reiciendis iure doloremque.,Activo
9558,M00009559,Lenguaje y Comunicación,Reprehenderit officiis possimus voluptates.,Inactivo
9559,M00009560,Educación Fisica,Dicta suscipit quae distinctio veniam dolorum delectus reiciendis.,Activo
9560,M00009561,Exploración y Comprensión del mundo natural y social,Eligendi commodi amet modi libero quasi porro.,Inactivo
9561,M00009562,Lenguaje y Comunicación,Ullam debitis dolores.,Activo
9562,M00009563,Lenguaje y Comunicación,Optio doloribus placeat aut dolorem.,Inactivo
9563,M00009564,Educación SocioEmocional,Alias mollitia dolore reiciendis excepturi.,Activo
9564,M00009565,Educación Fisica,Velit quam ad iusto nostrum labore.,Activo
9565,M00009566,Educación Fisica,Ipsam culpa voluptatum eligendi.,Inactivo
9566,M00009567,Lenguaje y Comunicación,At occaecati quasi autem tenetur labore temporibus.,Inactivo
9567,M00009568,Educación SocioEmocional,Dignissimos rerum quisquam assumenda.,Activo
9568,M00009569,Pensamiento Matemáico,Dicta natus illum facilis.,Activo
9569,M00009570,Artes,Ab facilis architecto sit.,Activo
9570,M00009571,Lenguaje y Comunicación,Fugit veniam voluptatibus exercitationem exercitationem blanditiis.,Inactivo
9571,M00009572,Lenguaje y Comunicación,Illum voluptas cumque voluptas eveniet incidunt rem beatae.,Inactivo
9572,M00009573,Artes,Aliquid tenetur nesciunt expedita neque sunt.,Activo
9573,M00009574,Educación SocioEmocional,Maiores inventore quo iure expedita magnam minima.,Inactivo
9574,M00009575,Lenguaje y Comunicación,Architecto enim quo quisquam fugit dolores.,Inactivo
9575,M00009576,Artes,Iure impedit voluptas dolor ex quasi.,Inactivo
9576,M00009577,Exploración y Comprensión del mundo natural y social,Iure tenetur minus maxime reprehenderit.,Activo
9577,M00009578,Artes,Ipsum accusantium nam esse earum.,Inactivo
9578,M00009579,Lenguaje y Comunicación,Impedit voluptates quos ad.,Inactivo
9579,M00009580,Pensamiento Matemáico,Soluta distinctio suscipit dolore ab ullam.,Activo
9580,M00009581,Educación SocioEmocional,Eaque natus nemo.,Inactivo
9581,M00009582,Lenguaje y Comunicación,Tempora quisquam autem ea atque molestias.,Inactivo
9582,M00009583,Artes,Itaque dolore mollitia eius.,Activo
9583,M00009584,Artes,Modi fugiat commodi maxime tempora architecto.,Inactivo
9584,M00009585,Educación SocioEmocional,Quam eum repudiandae distinctio.,Inactivo
9585,M00009586,Artes,Eos repudiandae mollitia distinctio.,Inactivo
9586,M00009587,Lenguaje y Comunicación,Dolorum laboriosam eos autem magnam cum.,Activo
9587,M00009588,Educación SocioEmocional,Consequatur eaque minus ratione omnis hic at.,Activo
9588,M00009589,Pensamiento Matemáico,Consequatur minima ullam assumenda itaque atque.,Inactivo
9589,M00009590,Exploración y Comprensión del mundo natural y social,Et ullam vitae excepturi.,Activo
9590,M00009591,Lenguaje y Comunicación,Facilis odio maxime voluptatum blanditiis.,Inactivo
9591,M00009592,Exploración y Comprensión del mundo natural y social,Quibusdam iusto maiores id dolorem exercitationem.,Activo
9592,M00009593,Educación Fisica,Nemo accusamus odit mollitia provident sequi delectus.,Inactivo
9593,M00009594,Artes,Doloremque esse molestias sed suscipit quam accusamus.,Inactivo
9594,M00009595,Educación Fisica,Placeat delectus deserunt quisquam eum.,Inactivo
9595,M00009596,Artes,Molestias labore doloremque.,Activo
9596,M00009597,Pensamiento Matemáico,Quod consequuntur dolorem voluptates.,Inactivo
9597,M00009598,Lenguaje y Comunicación,Fuga eveniet aliquid maxime reprehenderit totam.,Activo
9598,M00009599,Lenguaje y Comunicación,Atque eaque suscipit nulla similique voluptate.,Activo
9599,M00009600,Exploración y Comprensión del mundo natural y social,Illo voluptatum iure vitae explicabo doloribus.,Inactivo
9600,M00009601,Educación SocioEmocional,Odio delectus velit excepturi nam.,Activo
9601,M00009602,Educación Fisica,Harum odio dolor.,Inactivo
9602,M00009603,Exploración y Comprensión del mundo natural y social,Accusantium iusto dolores animi.,Activo
9603,M00009604,Educación SocioEmocional,Impedit atque ad molestiae.,Inactivo
9604,M00009605,Educación Fisica,Quidem unde sapiente ipsa.,Activo
9605,M00009606,Educación Fisica,Sint accusamus error quibusdam inventore.,Inactivo
9606,M00009607,Artes,Provident molestiae ut recusandae autem.,Activo
9607,M00009608,Lenguaje y Comunicación,Nam nemo expedita dicta.,Inactivo
9608,M00009609,Educación Fisica,Autem maxime perferendis blanditiis.,Activo
9609,M00009610,Educación Fisica,Ad libero ipsum exercitationem.,Activo
9610,M00009611,Pensamiento Matemáico,In architecto architecto ab earum.,Inactivo
9611,M00009612,Artes,Vel saepe quidem sed enim autem vero ab.,Inactivo
9612,M00009613,Exploración y Comprensión del mundo natural y social,Dignissimos vero adipisci quidem libero cupiditate voluptatibus eaque.,Inactivo
9613,M00009614,Educación Fisica,Ex perferendis cupiditate quibusdam dolorum optio fugiat.,Activo
9614,M00009615,Artes,Quisquam perspiciatis odit.,Activo
9615,M00009616,Educación Fisica,Eum incidunt minus.,Inactivo
9616,M00009617,Artes,Fugiat cum eum minus ex recusandae.,Activo
9617,M00009618,Educación SocioEmocional,Occaecati distinctio officiis fuga magnam ea neque.,Inactivo
9618,M00009619,Educación SocioEmocional,Occaecati consequatur illum maxime harum cum ea fugit.,Inactivo
9619,M00009620,Educación Fisica,Esse dolore doloribus laborum qui.,Activo
9620,M00009621,Artes,Aliquam eaque aliquid velit a quaerat laudantium.,Inactivo
9621,M00009622,Exploración y Comprensión del mundo natural y social,Placeat odit eos quod eveniet nisi quasi quaerat.,Activo
9622,M00009623,Exploración y Comprensión del mundo natural y social,Vitae nobis asperiores iste cupiditate officia.,Activo
9623,M00009624,Educación Fisica,Natus dolorem incidunt vitae non debitis.,Inactivo
9624,M00009625,Exploración y Comprensión del mundo natural y social,Officia inventore fuga inventore dolorum non.,Inactivo
9625,M00009626,Educación Fisica,Voluptas amet corrupti.,Inactivo
9626,M00009627,Educación SocioEmocional,Ab dolore placeat officiis beatae nihil.,Inactivo
9627,M00009628,Educación SocioEmocional,Omnis quisquam aliquid explicabo.,Activo
9628,M00009629,Exploración y Comprensión del mundo natural y social,Id sapiente laborum nesciunt quidem perferendis.,Inactivo
9629,M00009630,Pensamiento Matemáico,Earum vero delectus porro accusantium voluptas.,Inactivo
9630,M00009631,Lenguaje y Comunicación,Veritatis unde porro cupiditate quidem sapiente.,Activo
9631,M00009632,Artes,Neque beatae ullam voluptatibus eaque laudantium molestiae.,Inactivo
9632,M00009633,Lenguaje y Comunicación,Quasi porro corporis.,Inactivo
9633,M00009634,Lenguaje y Comunicación,Quis beatae labore aperiam recusandae veniam saepe.,Activo
9634,M00009635,Educación SocioEmocional,Numquam suscipit necessitatibus.,Inactivo
9635,M00009636,Pensamiento Matemáico,Iure temporibus nemo consequuntur.,Activo
9636,M00009637,Educación Fisica,Dolores perspiciatis aliquam placeat aspernatur accusamus.,Inactivo
9637,M00009638,Lenguaje y Comunicación,Assumenda beatae ullam accusantium suscipit hic nam.,Activo
9638,M00009639,Artes,Corporis amet necessitatibus at autem dolores.,Inactivo
9639,M00009640,Educación SocioEmocional,Iure itaque debitis omnis recusandae.,Activo
9640,M00009641,Pensamiento Matemáico,Beatae vel est reprehenderit.,Inactivo
9641,M00009642,Lenguaje y Comunicación,Aperiam voluptate voluptatibus aliquam.,Activo
9642,M00009643,Pensamiento Matemáico,Nostrum debitis mollitia harum voluptate quod voluptate.,Activo
9643,M00009644,Artes,Ratione illo dicta exercitationem.,Activo
9644,M00009645,Artes,Labore sapiente commodi nisi.,Inactivo
9645,M00009646,Artes,Asperiores tempora maiores veniam esse.,Activo
9646,M00009647,Lenguaje y Comunicación,Consequuntur quidem fuga iste similique voluptatibus.,Activo
9647,M00009648,Exploración y Comprensión del mundo natural y social,A laudantium ipsum quo eligendi reiciendis aliquam.,Inactivo
9648,M00009649,Exploración y Comprensión del mundo natural y social,Minus eos assumenda vitae accusamus iure maiores.,Inactivo
9649,M00009650,Educación SocioEmocional,Quod voluptate culpa dicta.,Activo
9650,M00009651,Exploración y Comprensión del mundo natural y social,Eos sunt minus sint dignissimos.,Activo
9651,M00009652,Educación SocioEmocional,Dolore provident rerum est.,Inactivo
9652,M00009653,Pensamiento Matemáico,Quia excepturi eveniet molestiae nulla impedit voluptate tempora.,Activo
9653,M00009654,Educación Fisica,Mollitia magni officiis maxime deleniti distinctio magnam.,Inactivo
9654,M00009655,Pensamiento Matemáico,Earum hic facere fugiat id nihil laborum.,Inactivo
9655,M00009656,Educación SocioEmocional,Adipisci autem quasi natus voluptatem hic.,Inactivo
9656,M00009657,Pensamiento Matemáico,Ipsa voluptates consequatur quasi suscipit.,Inactivo
9657,M00009658,Exploración y Comprensión del mundo natural y social,Saepe ab expedita fuga saepe doloremque quia sunt.,Inactivo
9658,M00009659,Artes,Sint in blanditiis quisquam autem voluptatum.,Inactivo
9659,M00009660,Lenguaje y Comunicación,Hic eius id voluptas.,Inactivo
9660,M00009661,Pensamiento Matemáico,Aliquam animi perferendis.,Activo
9661,M00009662,Exploración y Comprensión del mundo natural y social,Dolorum perferendis tempore maxime vel rerum vel.,Inactivo
9662,M00009663,Educación SocioEmocional,Autem necessitatibus voluptatem repellat maxime laborum praesentium doloremque.,Activo
9663,M00009664,Exploración y Comprensión del mundo natural y social,Nisi ipsum et eius itaque.,Activo
9664,M00009665,Educación SocioEmocional,Tenetur vel nesciunt voluptatum eveniet mollitia mollitia.,Activo
9665,M00009666,Artes,Eaque ipsum consectetur maiores.,Activo
9666,M00009667,Lenguaje y Comunicación,Quidem praesentium tenetur quas quidem qui omnis magnam.,Activo
9667,M00009668,Educación SocioEmocional,Sequi necessitatibus consequuntur aliquid deleniti nam totam.,Activo
9668,M00009669,Lenguaje y Comunicación,Quia quaerat odio non suscipit doloremque.,Activo
9669,M00009670,Lenguaje y Comunicación,Sapiente ipsum molestiae at voluptatem.,Inactivo
9670,M00009671,Educación Fisica,Modi quae natus amet repudiandae esse omnis.,Inactivo
9671,M00009672,Educación Fisica,Architecto libero animi maiores.,Inactivo
9672,M00009673,Artes,Dolorum rerum porro laboriosam quod explicabo ratione.,Activo
9673,M00009674,Educación Fisica,Corrupti delectus placeat pariatur quas nulla distinctio.,Inactivo
9674,M00009675,Pensamiento Matemáico,Deleniti expedita provident laboriosam eius unde fugiat.,Inactivo
9675,M00009676,Pensamiento Matemáico,Aperiam cumque minima necessitatibus explicabo.,Activo
9676,M00009677,Exploración y Comprensión del mundo natural y social,Ex fuga animi sapiente alias sint.,Inactivo
9677,M00009678,Educación Fisica,Voluptatibus ut laboriosam praesentium.,Activo
9678,M00009679,Exploración y Comprensión del mundo natural y social,Possimus commodi ullam nam laudantium.,Inactivo
9679,M00009680,Educación SocioEmocional,Suscipit officia enim suscipit repellendus natus.,Inactivo
9680,M00009681,Artes,Officia quia molestiae dolorum repellendus.,Inactivo
9681,M00009682,Educación SocioEmocional,Asperiores animi itaque vero.,Activo
9682,M00009683,Educación Fisica,Mollitia at dolorum quaerat nisi officia soluta.,Activo
9683,M00009684,Educación SocioEmocional,Aliquid quos est ipsum fugit temporibus.,Inactivo
9684,M00009685,Pensamiento Matemáico,Exercitationem exercitationem unde odit molestias doloribus nam minima.,Inactivo
9685,M00009686,Lenguaje y Comunicación,Quaerat nulla porro magnam reprehenderit amet quis.,Activo
9686,M00009687,Educación SocioEmocional,Dolorem quis natus veniam.,Inactivo
9687,M00009688,Educación SocioEmocional,Voluptatibus tempore pariatur modi est dolore.,Inactivo
9688,M00009689,Pensamiento Matemáico,Dolores quidem cumque similique omnis.,Inactivo
9689,M00009690,Educación Fisica,Expedita ipsa delectus fuga.,Activo
9690,M00009691,Educación Fisica,Aspernatur repudiandae at iste corrupti veniam.,Activo
9691,M00009692,Educación Fisica,Itaque doloremque natus fugiat sapiente.,Inactivo
9692,M00009693,Lenguaje y Comunicación,Qui iste accusantium debitis quia reiciendis.,Inactivo
9693,M00009694,Exploración y Comprensión del mundo natural y social,Enim dignissimos natus expedita iure aliquid excepturi.,Activo
9694,M00009695,Educación Fisica,Nam amet dolorum reprehenderit laborum enim quaerat odio.,Activo
9695,M00009696,Educación Fisica,Explicabo quas distinctio optio eos perspiciatis.,Inactivo
9696,M00009697,Artes,Modi voluptatum quae ipsum vitae.,Inactivo
9697,M00009698,Educación SocioEmocional,Enim quod reprehenderit exercitationem mollitia pariatur.,Inactivo
9698,M00009699,Lenguaje y Comunicación,Blanditiis sit quam placeat.,Activo
9699,M00009700,Educación SocioEmocional,Qui aperiam nesciunt quisquam incidunt.,Inactivo
9700,M00009701,Pensamiento Matemáico,Commodi error quo suscipit cupiditate dolores quia repellendus.,Activo
9701,M00009702,Lenguaje y Comunicación,Ex maxime molestiae blanditiis quas.,Activo
9702,M00009703,Educación SocioEmocional,Nostrum ducimus quia veritatis temporibus.,Activo
