,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
7517,I00007518,Unidad Educativa Jairo Ruiz II,Ordinaria,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7518,I00007519,Unidad Educativa Shirley Velásquez III,Popular Permanente,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7519,I00007520,Unidad Educativa Diana Aguilar IV,Especial,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7520,I00007521,Unidad Educativa Diego Jiménez,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Activo
7521,I00007522,Unidad Educativa David Guerrero IV,Ordinaria,Fiscal,Rural,Costa,Presencial,Vespertina,Inactivo
7522,I00007523,Unidad Educativa Myriam Gómez V,Artistica,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
7523,I00007524,Unidad Educativa Yuli Rangel II,Especial,Particular,Urbano,Costa,Semipresencial,Vespertina,Activo
7524,I00007525,Unidad Educativa Tomás Castrillón III,Artistica,Municipal,Rural,Sierra,Presencial,Matutina,Inactivo
7525,I00007526,Unidad Educativa María Prieto III,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Vespertina,Activo
7526,I00007527,Unidad Educativa Eder Cortés,Popular Permanente,Municipal,Rural,Sierra,Presencial,Vespertina,Activo
7527,I00007528,Unidad Educativa Junior Mendoza III,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7528,I00007529,Unidad Educativa Ismael López V,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7529,I00007530,Unidad Educativa José Rivera II,Ordinaria,Municipal,Urbano,Costa,Semipresencial,Matutina,Activo
7530,I00007531,Unidad Educativa Vanessa Ospina I,Especial,Fiscal,Urbano,Sierra,Presencial,Matutina,Activo
7531,I00007532,Unidad Educativa Juan Bernal I,Ordinaria,Fiscal,Rural,Sierra,Virtual,Matutina,Activo
7532,I00007533,Unidad Educativa Walter Vargas VI,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7533,I00007534,Unidad Educativa Eduar Mosquera IV,Artistica,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7534,I00007535,Unidad Educativa Albeiro Cortés IV,Ordinaria,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
7535,I00007536,Unidad Educativa Rosario Arenas VI,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7536,I00007537,Unidad Educativa Natalia Méndez VI,Artistica,Fiscomisional,Urbano,Sierra,Semipresencial,Vespertina,Activo
7537,I00007538,Unidad Educativa Carlos Peña III,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
7538,I00007539,Unidad Educativa Rosa Jaramillo III,Ordinaria,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
7539,I00007540,Unidad Educativa Laura Gómez III,Especial,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7540,I00007541,Unidad Educativa María Castañeda V,Especial,Particular,Rural,Costa,Virtual,Matutina,Inactivo
7541,I00007542,Unidad Educativa Dayana Vargas,Popular Permanente,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
7542,I00007543,Unidad Educativa José Gómez V,Ordinaria,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7543,I00007544,Unidad Educativa Isabel Vargas III,Ordinaria,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7544,I00007545,Unidad Educativa Domingo Rivera III,Ordinaria,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
7545,I00007546,Unidad Educativa Nancy Zambrano,Popular Permanente,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
7546,I00007547,Unidad Educativa Andrés Calderón VI,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
7547,I00007548,Unidad Educativa Adriana Rodríguez I,Artistica,Fiscomisional,Urbano,Costa,Semipresencial,Vespertina,Activo
7548,I00007549,Unidad Educativa Armando López IV,Ordinaria,Municipal,Rural,Sierra,Virtual,Matutina,Activo
7549,I00007550,Unidad Educativa José Vargas IV,Artistica,Particular,Urbano,Costa,Semipresencial,Matutina,Inactivo
7550,I00007551,Unidad Educativa Rodrigo Trujillo VI,Artistica,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
7551,I00007552,Unidad Educativa Silvia Ortega I,Popular Permanente,Municipal,Rural,Sierra,Presencial,Matutina,Activo
7552,I00007553,Unidad Educativa Miriam Martínez II,Artistica,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
7553,I00007554,Unidad Educativa Alejandro Hernández II,Ordinaria,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
7554,I00007555,Unidad Educativa Luis Molina V,Especial,Particular,Urbano,Sierra,Presencial,Matutina,Activo
7555,I00007556,Unidad Educativa Enrique Valencia,Artistica,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
7556,I00007557,Unidad Educativa Luz Sarmiento IV,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Activo
7557,I00007558,Unidad Educativa Gerardo Salas IV,Ordinaria,Municipal,Rural,Sierra,Presencial,Vespertina,Activo
7558,I00007559,Unidad Educativa Eduardo Alzate II,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7559,I00007560,Unidad Educativa Sergio Suárez IV,Ordinaria,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
7560,I00007561,Unidad Educativa Amparo Gil II,Artistica,Fiscal,Rural,Costa,Virtual,Vespertina,Activo
7561,I00007562,Unidad Educativa Francisco Monroy V,Artistica,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
7562,I00007563,Unidad Educativa Lorena Álvarez VI,Ordinaria,Municipal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7563,I00007564,Unidad Educativa Rocío Pérez III,Artistica,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Inactivo
7564,I00007565,Unidad Educativa Carmen Caicedo II,Artistica,Fiscal,Rural,Sierra,Presencial,Vespertina,Activo
7565,I00007566,Unidad Educativa Adriana Cáceres II,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
7566,I00007567,Unidad Educativa Manuel Rodríguez III,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Vespertina,Inactivo
7567,I00007568,Unidad Educativa Armando Márquez II,Artistica,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Activo
7568,I00007569,Unidad Educativa Antonio Giraldo II,Artistica,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
7569,I00007570,Unidad Educativa Alexis Carrillo,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
7570,I00007571,Unidad Educativa Luz Hernández IV,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7571,I00007572,Unidad Educativa Fabián Fernández V,Popular Permanente,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7572,I00007573,Unidad Educativa Sebastián Mejía VI,Artistica,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7573,I00007574,Unidad Educativa Horacio Mosquera II,Ordinaria,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7574,I00007575,Unidad Educativa Luz Barbosa VI,Ordinaria,Municipal,Rural,Costa,Semipresencial,Matutina,Inactivo
7575,I00007576,Unidad Educativa Milena Ortiz V,Popular Permanente,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
7576,I00007577,Unidad Educativa Jhon Pérez IV,Popular Permanente,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7577,I00007578,Unidad Educativa Ana Mesa V,Artistica,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
7578,I00007579,Unidad Educativa Patricia García VI,Artistica,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7579,I00007580,Unidad Educativa Alexander Ospino,Ordinaria,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7580,I00007581,Unidad Educativa Fabián García I,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
7581,I00007582,Unidad Educativa Edison Sánchez I,Especial,Municipal,Urbano,Costa,Virtual,Matutina,Activo
7582,I00007583,Unidad Educativa Mónica Hernández,Popular Permanente,Municipal,Urbano,Costa,Semipresencial,Matutina,Inactivo
7583,I00007584,Unidad Educativa Álvaro Pérez,Artistica,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7584,I00007585,Unidad Educativa Fabiola Cortés II,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7585,I00007586,Unidad Educativa Brayan Vega III,Ordinaria,Fiscal,Urbano,Sierra,Presencial,Matutina,Activo
7586,I00007587,Unidad Educativa Lucía García III,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7587,I00007588,Unidad Educativa Reinaldo Prada III,Ordinaria,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
7588,I00007589,Unidad Educativa Clara García I,Popular Permanente,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7589,I00007590,Unidad Educativa Alejandro Bedoya VI,Popular Permanente,Municipal,Urbano,Costa,Virtual,Vespertina,Activo
7590,I00007591,Unidad Educativa Humberto Salcedo III,Especial,Particular,Urbano,Sierra,Virtual,Matutina,Activo
7591,I00007592,Unidad Educativa Alejandro Restrepo VI,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7592,I00007593,Unidad Educativa Dina Molina IV,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
7593,I00007594,Unidad Educativa Socorro Chávez VI,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7594,I00007595,Unidad Educativa Jairo Torres III,Popular Permanente,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
7595,I00007596,Unidad Educativa Marina Hernández VI,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7596,I00007597,Unidad Educativa Jhon García IV,Especial,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
7597,I00007598,Unidad Educativa Miguel Mejía III,Ordinaria,Fiscal,Rural,Sierra,Virtual,Vespertina,Activo
7598,I00007599,Unidad Educativa Ligia Moreno IV,Especial,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
7599,I00007600,Unidad Educativa José Cifuentes IV,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
7600,I00007601,Unidad Educativa Carolina Moreno II,Especial,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7601,I00007602,Unidad Educativa Lucy Cano V,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7602,I00007603,Unidad Educativa León Muñoz II,Especial,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
7603,I00007604,Unidad Educativa Andrés Cerón VI,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7604,I00007605,Unidad Educativa Eugenio Castillo IV,Artistica,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7605,I00007606,Unidad Educativa Antonio Vergara IV,Ordinaria,Particular,Urbano,Costa,Virtual,Matutina,Activo
7606,I00007607,Unidad Educativa Elías Ortega III,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
7607,I00007608,Unidad Educativa Tomás López I,Artistica,Particular,Rural,Sierra,Virtual,Vespertina,Inactivo
7608,I00007609,Unidad Educativa María Rincón,Especial,Fiscal,Urbano,Costa,Virtual,Vespertina,Inactivo
7609,I00007610,Unidad Educativa José Monroy I,Especial,Particular,Urbano,Sierra,Presencial,Matutina,Activo
7610,I00007611,Unidad Educativa Ana Serrano I,Artistica,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
7611,I00007612,Unidad Educativa Andrés Romero V,Artistica,Municipal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
7612,I00007613,Unidad Educativa Wilmar Quintero III,Ordinaria,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
7613,I00007614,Unidad Educativa Dora González V,Artistica,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
7614,I00007615,Unidad Educativa Maritza Castañeda III,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
7615,I00007616,Unidad Educativa Luis Muñoz IV,Artistica,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
7616,I00007617,Unidad Educativa Jorge Salazar,Artistica,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
7617,I00007618,Unidad Educativa Alberto Granados VI,Ordinaria,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
7618,I00007619,Unidad Educativa Yesenia Mejía III,Popular Permanente,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
7619,I00007620,Unidad Educativa Rosa Jiménez IV,Artistica,Municipal,Rural,Costa,Presencial,Matutina,Inactivo
7620,I00007621,Unidad Educativa Angie Medina II,Ordinaria,Fiscomisional,Rural,Sierra,Presencial,Vespertina,Inactivo
7621,I00007622,Unidad Educativa Hugo Muñoz III,Popular Permanente,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7622,I00007623,Unidad Educativa Edwin Rodríguez I,Especial,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
7623,I00007624,Unidad Educativa Lucía Orozco I,Especial,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7624,I00007625,Unidad Educativa Edward Valencia II,Popular Permanente,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
7625,I00007626,Unidad Educativa Sandra Ceballos I,Ordinaria,Municipal,Urbano,Costa,Virtual,Matutina,Inactivo
7626,I00007627,Unidad Educativa William Leal V,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
7627,I00007628,Unidad Educativa Jazmín Cerón V,Especial,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Activo
7628,I00007629,Unidad Educativa Dario Romero III,Ordinaria,Fiscomisional,Urbano,Sierra,Semipresencial,Vespertina,Activo
7629,I00007630,Unidad Educativa Patricia Contreras,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7630,I00007631,Unidad Educativa Guillermo Hernández III,Popular Permanente,Fiscal,Rural,Costa,Semipresencial,Matutina,Inactivo
7631,I00007632,Unidad Educativa Dary Martínez IV,Ordinaria,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7632,I00007633,Unidad Educativa David Nieto,Especial,Particular,Urbano,Sierra,Virtual,Matutina,Activo
7633,I00007634,Unidad Educativa Óscar Ruiz III,Popular Permanente,Fiscomisional,Rural,Costa,Presencial,Matutina,Activo
7634,I00007635,Unidad Educativa Enrique Díaz I,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7635,I00007636,Unidad Educativa Verónica Ortega II,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
7636,I00007637,Unidad Educativa Antonio Delgado I,Ordinaria,Particular,Urbano,Sierra,Semipresencial,Vespertina,Activo
7637,I00007638,Unidad Educativa Wilber Fonseca II,Especial,Particular,Rural,Costa,Virtual,Matutina,Activo
7638,I00007639,Unidad Educativa Yaneth Muñoz VI,Artistica,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
7639,I00007640,Unidad Educativa Juliana Sierra I,Artistica,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7640,I00007641,Unidad Educativa Flor Rodríguez III,Especial,Particular,Urbano,Sierra,Presencial,Matutina,Activo
7641,I00007642,Unidad Educativa Jhon Rangel I,Ordinaria,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7642,I00007643,Unidad Educativa Martha Angulo I,Ordinaria,Municipal,Rural,Costa,Virtual,Matutina,Activo
7643,I00007644,Unidad Educativa Ferney Pedraza IV,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7644,I00007645,Unidad Educativa Margarita Pinzón II,Artistica,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7645,I00007646,Unidad Educativa Karol Cárdenas III,Popular Permanente,Fiscomisional,Urbano,Costa,Virtual,Vespertina,Inactivo
7646,I00007647,Unidad Educativa Alberto Barragán,Artistica,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
7647,I00007648,Unidad Educativa Ángela Martínez I,Artistica,Municipal,Rural,Sierra,Semipresencial,Vespertina,Inactivo
7648,I00007649,Unidad Educativa Leidy Paz VI,Especial,Municipal,Rural,Sierra,Semipresencial,Matutina,Activo
7649,I00007650,Unidad Educativa Jennifer Ruiz,Popular Permanente,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7650,I00007651,Unidad Educativa Edilberto Guerrero,Especial,Fiscal,Rural,Costa,Virtual,Matutina,Activo
7651,I00007652,Unidad Educativa Dary Cárdenas,Especial,Particular,Urbano,Sierra,Semipresencial,Vespertina,Activo
7652,I00007653,Unidad Educativa Patricia Ospina III,Popular Permanente,Particular,Rural,Costa,Virtual,Matutina,Inactivo
7653,I00007654,Unidad Educativa José Becerra V,Ordinaria,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7654,I00007655,Unidad Educativa Esther Sánchez I,Artistica,Fiscomisional,Rural,Sierra,Presencial,Vespertina,Activo
7655,I00007656,Unidad Educativa Cristina Pérez,Ordinaria,Fiscomisional,Urbano,Sierra,Virtual,Vespertina,Activo
7656,I00007657,Unidad Educativa Sandra Barreto IV,Artistica,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7657,I00007658,Unidad Educativa Alexander Torres,Popular Permanente,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Inactivo
7658,I00007659,Unidad Educativa Pablo Martínez III,Ordinaria,Fiscal,Rural,Costa,Semipresencial,Matutina,Activo
7659,I00007660,Unidad Educativa Alex Romero IV,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Inactivo
7660,I00007661,Unidad Educativa Vicente Cruz V,Artistica,Municipal,Rural,Costa,Presencial,Vespertina,Inactivo
7661,I00007662,Unidad Educativa Arley Moreno IV,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
7662,I00007663,Unidad Educativa José Miranda,Ordinaria,Particular,Rural,Sierra,Presencial,Matutina,Inactivo
7663,I00007664,Unidad Educativa James Escobar VI,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
7664,I00007665,Unidad Educativa Luisa Torres III,Popular Permanente,Municipal,Rural,Costa,Presencial,Matutina,Activo
7665,I00007666,Unidad Educativa Miguel Medina VI,Ordinaria,Municipal,Rural,Costa,Presencial,Matutina,Activo
7666,I00007667,Unidad Educativa Gustavo Herrera III,Ordinaria,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7667,I00007668,Unidad Educativa Yadira Morales III,Especial,Fiscal,Urbano,Sierra,Presencial,Matutina,Activo
7668,I00007669,Unidad Educativa Diego Arango,Ordinaria,Particular,Rural,Costa,Virtual,Matutina,Inactivo
7669,I00007670,Unidad Educativa Yazmín Gómez VI,Especial,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
7670,I00007671,Unidad Educativa Andrés Gómez VI,Ordinaria,Fiscomisional,Urbano,Costa,Presencial,Matutina,Activo
7671,I00007672,Unidad Educativa Juan Ospina IV,Artistica,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
7672,I00007673,Unidad Educativa Andrés Navarro IV,Artistica,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
7673,I00007674,Unidad Educativa Luz Montoya,Ordinaria,Particular,Rural,Sierra,Presencial,Matutina,Activo
7674,I00007675,Unidad Educativa Rosa Perea III,Artistica,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
7675,I00007676,Unidad Educativa Isabel Peña V,Artistica,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
7676,I00007677,Unidad Educativa Felipe Montoya I,Ordinaria,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
7677,I00007678,Unidad Educativa Aldemar Ayala III,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
7678,I00007679,Unidad Educativa Francisco Rodríguez II,Ordinaria,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
